coupon_id,owner_id,category_id,brand_id,discount_type,discount_value,minimum_purchase,issue_date,expiry_date,coupon_value,status,city,source,transferable,validity_duration_days,effective_discount_pct,total_views_count,avg_view_duration,total_requests_count,total_usage_count,swap_offered_count,swap_requested_count,request_conversion_rate
CP0694,U0480,CAT10,B035,percentage,23.8,299,2024-04-18,2024-09-02,4639.04,expired,Ahmedabad,purchased,no,137,23.8,1,163.0,0,0,0,1,0.0
CP0695,U0160,CAT01,B003,percentage,16.3,1499,2023-03-10,2023-04-11,978.99,expired,Coimbatore,gifted,yes,32,16.3,2,209.5,0,0,0,0,0.0
CP0696,U0453,CAT01,B004,percentage,10.0,199,2024-10-13,2025-08-25,1757.54,available,Kolkata,purchased,no,316,10.0,3,155.0,0,0,0,0,0.0
CP0697,U0278,CAT10,B035,percentage,62.5,1499,2023-09-18,2024-07-31,3313.87,available,Ahmedabad,purchased,yes,317,62.5,1,109.0,1,3,0,1,1.0
CP0698,U0331,CAT05,B018,percentage,12.7,1999,2024-06-18,2025-05-14,1945.59,claimed,Patna,earned,no,330,12.7,3,70.67,0,1,0,0,0.0
CP0699,U0476,CAT04,B014,percentage,22.4,1999,2023-08-10,2023-10-25,3093.87,available,Nagpur,referral,no,76,22.4,2,57.5,1,1,1,0,0.5
CP0700,U0168,CAT02,B005,percentage,65.5,299,2024-03-11,2024-12-07,2526.86,available,Coimbatore,gifted,no,271,65.5,2,109.5,0,0,0,0,0.0
CP0701,U0453,CAT08,B028,percentage,44.1,999,2024-06-27,2024-09-05,4218.85,swapped,Jaipur,earned,no,70,44.1,3,203.67,0,0,0,0,0.0
CP0702,U0286,CAT09,B031,percentage,64.2,499,2024-12-02,2025-03-03,3277.86,available,Kochi,referral,no,91,64.2,1,300.0,0,0,0,0,0.0
CP0703,U0192,CAT07,B024,percentage,70.7,199,2023-07-15,2024-02-25,4669.3,swapped,Kolkata,gifted,yes,225,70.7,0,0.0,0,0,0,0,0.0
CP0704,U0472,CAT01,B003,percentage,73.3,0,2023-09-17,2024-06-30,3053.53,available,Jaipur,earned,no,287,73.3,2,67.5,0,0,0,0,0.0
CP0705,U0442,CAT01,B003,percentage,9.3,1499,2024-08-08,2024-09-22,4641.5,swapped,Indore,gifted,no,45,9.3,0,0.0,0,0,0,0,0.0
CP0706,U0362,CAT09,B030,percentage,7.2,1499,2024-12-31,2025-04-18,925.69,swapped,Bengaluru,gifted,yes,108,7.2,2,18.5,0,0,0,1,0.0
CP0707,U0143,CAT01,B004,percentage,9.7,1999,2023-04-10,2024-02-12,1011.2,claimed,Mumbai,gifted,no,308,9.7,1,240.0,0,0,0,0,0.0
CP0708,U0429,CAT03,B011,percentage,75.5,1499,2024-02-17,2024-10-17,3364.72,available,Visakhapatnam,purchased,no,243,75.5,4,144.0,2,1,0,0,0.5
CP0709,U0210,CAT02,B006,percentage,25.7,199,2023-07-23,2024-05-06,3194.73,expired,Mumbai,gifted,no,288,25.7,0,0.0,2,2,1,1,0.0
CP0710,U0477,CAT02,B007,percentage,67.7,499,2023-03-30,2024-02-12,486.4,swapped,Chennai,earned,yes,319,67.7,1,277.0,1,0,0,0,1.0
CP0711,U0112,CAT06,B023,percentage,6.5,1499,2023-06-23,2023-07-28,1903.92,available,Pune,gifted,yes,35,6.5,2,144.5,0,0,0,0,0.0
CP0712,U0072,CAT03,B011,percentage,57.9,999,2023-07-02,2023-12-21,1611.93,available,Kolkata,purchased,yes,172,57.9,1,218.0,0,1,1,0,0.0
CP0713,U0182,CAT03,B011,percentage,38.0,999,2023-04-05,2024-01-10,1849.89,expired,Visakhapatnam,gifted,yes,280,38.0,2,106.0,2,0,0,0,1.0
CP0714,U0178,CAT01,B004,percentage,47.7,1499,2024-12-20,2025-08-29,4064.0,expired,Kolkata,gifted,no,252,47.7,2,145.0,1,0,0,0,0.5
CP0715,U0265,CAT02,B006,percentage,40.1,1499,2023-02-02,2023-05-02,3174.01,claimed,Indore,earned,no,89,40.1,8,208.25,1,2,1,0,0.125
CP0716,U0323,CAT10,B036,flat,50.0,299,2023-11-27,2024-02-18,4353.18,available,Bhopal,gifted,no,83,1.15,2,169.0,1,0,0,0,0.5
CP0717,U0280,CAT02,B006,flat,200.0,199,2023-06-16,2024-03-11,3772.62,available,Vadodara,gifted,no,269,5.3,5,124.8,1,0,0,1,0.2
CP0718,U0173,CAT07,B025,flat,200.0,499,2024-01-18,2024-12-20,3408.85,available,Pune,earned,yes,337,5.87,1,32.0,1,0,0,0,1.0
CP0719,U0084,CAT07,B025,flat,300.0,999,2024-08-30,2024-10-13,873.6,available,Vadodara,referral,yes,44,34.34,2,158.0,1,0,0,0,0.5
CP0720,U0159,CAT10,B034,percentage,30.0,1999,2023-02-25,2023-05-12,3840.82,expired,Indore,gifted,no,76,30.0,2,56.5,2,0,0,0,1.0
CP0721,U0095,CAT01,B002,percentage,17.9,199,2023-11-11,2024-01-21,4295.92,available,Pune,purchased,no,71,17.9,2,89.0,0,1,0,0,0.0
CP0722,U0358,CAT01,B004,percentage,12.5,199,2024-07-17,2025-03-05,4568.52,expired,Indore,earned,yes,231,12.5,4,179.5,0,0,0,1,0.0
CP0723,U0460,CAT07,B024,percentage,75.1,299,2024-02-14,2024-08-29,4107.97,expired,Bhopal,earned,yes,197,75.1,1,259.0,0,1,0,0,0.0
CP0724,U0092,CAT06,B022,flat,50.0,1999,2023-08-16,2024-07-22,1214.03,available,Visakhapatnam,earned,no,341,4.12,4,125.0,1,2,1,0,0.25
CP0725,U0223,CAT02,B006,percentage,19.1,0,2023-08-05,2024-02-05,1730.95,expired,Bhopal,purchased,no,184,19.1,4,80.75,0,0,0,1,0.0
CP0726,U0092,CAT07,B026,flat,50.0,199,2023-09-25,2024-05-27,2021.17,claimed,Hyderabad,gifted,yes,245,2.47,0,0.0,1,0,0,0,0.0
CP0727,U0164,CAT06,B023,flat,300.0,199,2023-01-13,2023-05-05,2894.68,available,Indore,purchased,no,112,10.36,4,136.75,1,2,0,0,0.25
CP0728,U0310,CAT07,B024,percentage,24.4,1999,2024-10-11,2025-01-08,4021.97,claimed,Kochi,earned,no,89,24.4,0,0.0,2,0,1,0,0.0
CP0729,U0389,CAT09,B031,percentage,18.4,499,2024-03-10,2025-01-06,4358.06,available,Mumbai,gifted,no,302,18.4,2,100.5,1,1,0,0,0.5
CP0730,U0445,CAT04,B016,percentage,39.9,499,2023-02-10,2023-05-13,2328.24,available,Vadodara,earned,no,92,39.9,1,21.0,0,1,0,0,0.0
CP0731,U0092,CAT07,B025,flat,50.0,299,2024-07-09,2024-12-22,1816.58,available,Surat,purchased,yes,166,2.75,2,138.0,0,0,0,0,0.0
CP0732,U0090,CAT10,B033,percentage,7.7,0,2024-02-10,2024-07-16,2698.18,available,Ahmedabad,earned,no,157,7.7,1,26.0,0,0,1,0,0.0
CP0733,U0235,CAT05,B019,flat,150.0,0,2024-06-20,2025-05-07,428.85,available,Ahmedabad,earned,yes,321,34.98,3,137.33,1,0,0,1,0.3333
CP0734,U0384,CAT07,B026,flat,75.0,299,2023-12-12,2024-12-02,2141.52,available,Jaipur,earned,yes,356,3.5,3,210.0,1,1,0,0,0.3333
CP0735,U0264,CAT07,B024,flat,200.0,999,2023-11-07,2024-10-17,4278.51,available,Delhi,gifted,no,345,4.67,2,43.0,0,0,0,0,0.0
CP0736,U0257,CAT04,B016,percentage,56.7,1499,2023-07-10,2023-12-28,276.42,available,Chennai,earned,no,171,56.7,1,82.0,1,0,0,0,1.0
CP0737,U0141,CAT01,B004,percentage,63.7,299,2024-11-03,2025-02-07,2339.08,expired,Surat,purchased,yes,96,63.7,3,180.33,0,0,0,0,0.0
CP0738,U0424,CAT01,B003,percentage,50.9,499,2024-12-30,2025-12-06,2960.18,claimed,Surat,gifted,no,341,50.9,1,191.0,0,0,0,0,0.0
CP0739,U0237,CAT09,B030,percentage,29.0,1999,2024-03-31,2024-07-16,3725.73,available,Chennai,earned,no,107,29.0,1,226.0,0,0,1,2,0.0
CP0740,U0288,CAT07,B024,flat,75.0,299,2024-10-08,2025-07-14,461.31,expired,Visakhapatnam,gifted,no,279,16.26,2,162.5,1,2,0,2,0.5
CP0741,U0300,CAT06,B022,flat,50.0,199,2023-06-09,2024-05-23,3140.11,claimed,Bhopal,referral,yes,349,1.59,1,231.0,0,2,0,0,0.0
CP0742,U0194,CAT05,B020,flat,300.0,999,2024-07-04,2024-10-09,4746.65,available,Chandigarh,purchased,yes,97,6.32,3,162.33,0,0,0,0,0.0
CP0743,U0210,CAT10,B035,percentage,16.9,299,2024-02-15,2024-12-22,3768.84,available,Vadodara,purchased,no,311,16.9,1,143.0,0,1,1,0,0.0
CP0744,U0254,CAT02,B007,percentage,44.9,1999,2023-08-19,2024-04-11,2346.37,expired,Indore,purchased,yes,236,44.9,2,174.5,1,0,0,0,0.5
CP0745,U0089,CAT07,B025,percentage,67.2,1499,2024-04-20,2025-04-20,4541.04,available,Bhopal,referral,no,365,67.2,2,153.5,0,0,0,0,0.0
CP0746,U0042,CAT04,B013,percentage,15.4,999,2024-09-26,2025-07-10,2874.39,available,Mumbai,gifted,yes,287,15.4,1,160.0,2,2,0,0,2.0
CP0747,U0453,CAT03,B012,flat,250.0,1999,2023-01-24,2023-12-27,3287.87,claimed,Kolkata,referral,yes,337,7.6,6,107.17,2,0,0,0,0.3333
CP0748,U0480,CAT08,B028,flat,150.0,1499,2023-06-29,2024-03-26,4610.86,available,Lucknow,purchased,yes,271,3.25,2,113.5,0,1,0,0,0.0
CP0749,U0408,CAT04,B016,percentage,56.3,199,2024-03-30,2024-08-30,4865.39,claimed,Hyderabad,earned,no,153,56.3,2,135.5,1,0,0,0,0.5
CP0750,U0350,CAT03,B010,percentage,77.2,1499,2023-01-08,2023-02-23,2061.42,claimed,Nagpur,referral,yes,46,77.2,0,0.0,0,0,0,0,0.0
CP0751,U0332,CAT07,B025,flat,500.0,999,2023-05-04,2024-04-08,3588.08,available,Delhi,purchased,no,340,13.94,0,0.0,0,0,1,1,0.0
CP0752,U0226,CAT01,B003,percentage,74.6,499,2024-10-06,2025-10-03,3947.75,available,Jaipur,earned,yes,362,74.6,2,101.0,1,0,0,0,0.5
CP0753,U0108,CAT03,B011,percentage,30.5,299,2023-09-06,2024-06-09,530.77,claimed,Bengaluru,gifted,no,277,30.5,2,121.0,0,0,1,0,0.0
CP0754,U0359,CAT04,B015,percentage,56.7,299,2023-12-05,2024-08-21,2862.74,claimed,Ahmedabad,purchased,no,260,56.7,0,0.0,0,1,0,1,0.0
CP0755,U0158,CAT01,B002,flat,250.0,1499,2024-12-31,2025-06-28,833.6,claimed,Nagpur,earned,no,179,29.99,0,0.0,0,0,0,0,0.0
CP0756,U0327,CAT03,B010,percentage,26.9,199,2024-01-29,2024-07-08,188.62,available,Lucknow,purchased,yes,161,26.9,2,190.0,0,0,0,0,0.0
CP0757,U0317,CAT05,B019,flat,500.0,199,2024-02-20,2024-11-20,4863.4,claimed,Patna,referral,no,274,10.28,1,89.0,0,0,0,0,0.0
CP0758,U0446,CAT09,B031,percentage,74.5,999,2024-10-25,2025-02-18,2436.16,claimed,Chandigarh,purchased,yes,116,74.5,1,232.0,0,0,0,0,0.0
CP0759,U0399,CAT06,B021,percentage,21.8,1499,2023-10-12,2024-09-17,3956.91,claimed,Kochi,gifted,yes,341,21.8,2,152.5,1,0,1,0,0.5
CP0760,U0205,CAT09,B030,flat,250.0,1499,2024-11-11,2024-12-27,539.26,available,Bengaluru,purchased,yes,46,46.36,4,136.75,2,0,0,0,0.5
CP0761,U0354,CAT01,B004,percentage,23.6,1499,2023-09-20,2024-01-21,4294.74,available,Indore,purchased,no,123,23.6,2,107.5,0,0,0,0,0.0
CP0762,U0268,CAT09,B031,percentage,19.3,299,2023-03-07,2023-06-12,351.28,available,Patna,earned,no,97,19.3,5,107.0,1,0,0,0,0.2
CP0763,U0038,CAT08,B027,percentage,63.6,199,2023-11-23,2024-11-11,2417.58,available,Nagpur,purchased,yes,354,63.6,2,264.5,0,0,0,0,0.0
CP0764,U0369,CAT10,B036,percentage,5.7,499,2024-03-16,2024-06-11,3898.11,available,Vadodara,earned,yes,87,5.7,6,179.17,1,0,0,0,0.1667
CP0765,U0260,CAT05,B020,percentage,41.9,499,2023-06-30,2024-01-14,2595.29,swapped,Lucknow,purchased,yes,198,41.9,0,0.0,0,0,0,0,0.0
CP0766,U0226,CAT06,B022,flat,500.0,0,2023-11-13,2024-10-28,4887.28,swapped,Nagpur,purchased,no,350,10.23,2,251.0,0,0,2,0,0.0
CP0767,U0049,CAT08,B027,percentage,62.0,1999,2024-11-20,2025-05-24,2243.83,claimed,Coimbatore,earned,yes,185,62.0,6,178.17,0,0,0,0,0.0
CP0768,U0242,CAT02,B006,percentage,42.6,0,2023-11-24,2024-09-20,3439.49,swapped,Kolkata,earned,yes,301,42.6,4,123.5,0,1,0,0,0.0
CP0769,U0313,CAT06,B021,percentage,34.7,1499,2023-06-25,2023-10-13,827.81,swapped,Nagpur,earned,no,110,34.7,1,27.0,1,1,1,0,1.0
CP0770,U0075,CAT05,B018,flat,400.0,299,2023-11-07,2024-06-13,1701.92,available,Surat,gifted,no,219,23.5,1,150.0,0,0,0,0,0.0
CP0771,U0496,CAT10,B036,flat,50.0,499,2024-02-18,2024-04-16,1800.38,expired,Indore,earned,yes,58,2.78,3,247.33,2,0,0,0,0.6667
CP0772,U0013,CAT04,B014,flat,200.0,299,2023-10-29,2024-06-06,2166.12,available,Coimbatore,earned,yes,221,9.23,4,128.75,0,0,0,0,0.0
CP0773,U0083,CAT04,B016,flat,75.0,299,2023-03-18,2023-08-19,3628.1,swapped,Patna,gifted,yes,154,2.07,0,0.0,1,0,0,1,0.0
CP0774,U0311,CAT07,B026,flat,400.0,999,2023-09-13,2024-03-04,1906.34,available,Surat,purchased,no,173,20.98,3,44.67,3,0,0,1,1.0
CP0775,U0397,CAT08,B028,percentage,15.1,1499,2023-03-17,2023-09-29,2098.2,available,Ahmedabad,earned,yes,196,15.1,3,194.67,2,1,0,0,0.6667
CP0776,U0286,CAT09,B030,percentage,29.6,999,2024-07-13,2024-12-23,4095.68,expired,Ahmedabad,earned,yes,163,29.6,1,113.0,1,0,0,0,1.0
CP0777,U0165,CAT06,B022,flat,400.0,499,2023-08-08,2023-12-10,1177.03,available,Kolkata,earned,no,124,33.98,2,144.5,1,0,0,0,0.5
CP0778,U0413,CAT05,B017,percentage,53.2,499,2024-03-13,2024-10-31,4000.58,expired,Delhi,referral,no,232,53.2,3,233.67,0,1,1,0,0.0
CP0779,U0252,CAT01,B004,flat,500.0,299,2023-12-01,2024-10-01,2895.34,claimed,Bengaluru,earned,yes,305,17.27,2,30.5,0,0,1,0,0.0
CP0780,U0313,CAT09,B030,flat,75.0,1499,2024-08-10,2025-05-06,4965.1,expired,Bhopal,earned,no,269,1.51,1,277.0,0,0,0,0,0.0
CP0781,U0295,CAT08,B029,percentage,29.8,299,2023-07-06,2024-07-01,2297.53,expired,Bhopal,referral,no,361,29.8,3,228.0,0,0,0,0,0.0
CP0782,U0116,CAT10,B035,percentage,67.1,299,2023-01-20,2023-02-23,2164.39,available,Pune,earned,no,34,67.1,3,167.67,0,1,1,0,0.0
CP0783,U0458,CAT09,B031,flat,150.0,1499,2024-08-11,2025-03-10,4342.85,available,Ahmedabad,purchased,yes,211,3.45,2,44.5,0,0,0,2,0.0
CP0784,U0277,CAT02,B005,percentage,75.8,299,2023-02-10,2023-05-16,4775.57,available,Surat,referral,yes,95,75.8,6,178.17,0,1,0,0,0.0
CP0785,U0396,CAT04,B015,percentage,79.3,299,2023-08-27,2024-01-15,185.12,swapped,Indore,purchased,no,141,79.3,1,70.0,2,1,1,0,2.0
CP0786,U0229,CAT01,B004,flat,150.0,499,2024-01-25,2024-03-20,2025.93,available,Chandigarh,earned,yes,55,7.4,1,174.0,1,0,0,0,1.0
CP0787,U0084,CAT02,B006,percentage,48.4,1999,2024-06-12,2024-09-12,1087.71,swapped,Vadodara,gifted,no,92,48.4,1,104.0,0,0,0,1,0.0
CP0788,U0245,CAT07,B024,percentage,11.8,299,2024-06-03,2025-01-03,2568.24,swapped,Mumbai,purchased,no,214,11.8,5,196.4,0,0,0,0,0.0
CP0789,U0485,CAT07,B024,percentage,75.9,1999,2023-03-08,2023-11-15,3277.41,available,Bengaluru,earned,no,252,75.9,5,246.0,0,1,0,2,0.0
CP0790,U0024,CAT08,B027,flat,200.0,199,2024-10-24,2025-05-07,4244.7,available,Mumbai,purchased,yes,195,4.71,1,73.0,1,0,0,0,1.0
CP0791,U0444,CAT03,B012,flat,50.0,1499,2024-09-02,2025-01-17,3321.71,available,Bhopal,earned,no,137,1.51,4,183.25,2,0,0,1,0.5
CP0792,U0187,CAT03,B010,flat,100.0,0,2024-11-15,2025-03-17,3943.46,available,Kolkata,gifted,no,122,2.54,1,49.0,0,2,0,1,0.0
CP0793,U0018,CAT05,B019,percentage,6.9,1499,2023-01-30,2023-10-27,4366.54,swapped,Delhi,gifted,yes,270,6.9,1,105.0,0,0,1,1,0.0
CP0794,U0034,CAT03,B009,percentage,72.3,0,2023-04-05,2023-12-05,4845.22,claimed,Bhopal,referral,no,244,72.3,0,0.0,1,1,0,0,0.0
CP0795,U0166,CAT03,B009,percentage,40.2,1499,2023-09-21,2023-12-25,2722.93,swapped,Hyderabad,gifted,yes,95,40.2,5,165.0,0,0,0,0,0.0
CP0796,U0338,CAT03,B010,percentage,65.4,0,2023-05-27,2023-10-19,3728.77,expired,Lucknow,referral,yes,145,65.4,0,0.0,1,0,0,0,0.0
CP0797,U0364,CAT04,B014,percentage,59.8,499,2023-11-05,2024-05-21,3358.36,claimed,Patna,referral,no,198,59.8,3,205.67,0,0,0,1,0.0
CP0798,U0383,CAT03,B011,percentage,54.6,1999,2024-08-16,2024-10-02,1955.9,available,Kolkata,referral,yes,47,54.6,3,117.33,0,1,1,0,0.0
CP0799,U0166,CAT03,B009,flat,150.0,0,2023-06-15,2024-02-03,2881.83,claimed,Kochi,purchased,no,233,5.21,2,110.0,1,1,0,0,0.5
CP0800,U0382,CAT08,B027,percentage,24.7,299,2024-03-26,2024-06-24,3294.53,claimed,Surat,gifted,yes,90,24.7,3,88.67,0,0,2,0,0.0
CP0801,U0340,CAT05,B019,flat,400.0,0,2024-07-16,2025-04-05,3356.66,available,Visakhapatnam,purchased,no,263,11.92,2,114.5,1,0,0,1,0.5
CP0802,U0500,CAT07,B026,percentage,45.7,499,2023-04-07,2023-08-31,4158.89,available,Lucknow,purchased,no,146,45.7,2,152.0,0,0,0,0,0.0
CP0803,U0094,CAT05,B020,percentage,78.8,499,2023-03-26,2024-01-08,4109.13,swapped,Visakhapatnam,purchased,yes,288,78.8,6,124.83,1,0,1,0,0.1667
CP0804,U0400,CAT01,B002,flat,250.0,199,2024-06-22,2025-05-25,2836.27,claimed,Delhi,earned,no,337,8.81,6,144.5,1,1,1,0,0.1667
CP0805,U0082,CAT09,B030,flat,500.0,0,2023-06-20,2024-01-27,3417.96,claimed,Vadodara,purchased,yes,221,14.63,1,259.0,0,0,0,0,0.0
CP0806,U0152,CAT09,B032,percentage,20.2,499,2023-02-20,2023-10-13,4509.74,swapped,Nagpur,gifted,yes,235,20.2,1,199.0,0,0,0,0,0.0
CP0807,U0107,CAT05,B017,percentage,58.1,1499,2024-11-15,2025-05-23,3084.93,swapped,Delhi,earned,yes,189,58.1,2,187.5,0,1,0,0,0.0
CP0808,U0331,CAT03,B012,flat,150.0,499,2024-02-05,2024-05-26,1985.45,available,Kochi,purchased,no,111,7.55,0,0.0,0,2,2,0,0.0
CP0809,U0106,CAT03,B012,percentage,60.5,499,2024-11-19,2025-03-06,754.92,available,Surat,purchased,yes,107,60.5,4,159.25,1,1,0,1,0.25
CP0810,U0119,CAT09,B031,percentage,62.9,1499,2024-09-04,2025-06-02,2219.45,expired,Coimbatore,earned,no,271,62.9,2,232.5,1,1,0,0,0.5
CP0811,U0196,CAT03,B009,flat,250.0,1999,2023-10-06,2023-11-25,4461.03,available,Indore,gifted,yes,50,5.6,5,189.2,0,0,0,0,0.0
CP0812,U0443,CAT08,B028,percentage,12.7,299,2024-09-09,2025-08-11,1244.4,expired,Nagpur,earned,no,336,12.7,2,204.0,0,0,0,0,0.0
CP0813,U0464,CAT07,B024,percentage,69.9,299,2023-10-14,2024-04-02,3219.31,available,Jaipur,referral,yes,171,69.9,0,0.0,1,0,0,0,0.0
CP0814,U0254,CAT01,B001,flat,400.0,199,2023-09-06,2024-07-31,2975.87,expired,Hyderabad,referral,no,329,13.44,1,198.0,0,0,0,0,0.0
CP0815,U0446,CAT09,B032,flat,300.0,1499,2024-09-13,2025-07-05,1943.81,claimed,Patna,earned,yes,295,15.43,2,84.5,0,1,0,0,0.0
CP0816,U0345,CAT10,B033,percentage,62.3,1499,2024-01-05,2024-11-27,4523.76,available,Chandigarh,earned,yes,327,62.3,1,175.0,0,0,0,0,0.0
CP0817,U0020,CAT06,B023,flat,400.0,499,2024-08-10,2025-06-03,4075.15,claimed,Bhopal,earned,yes,297,9.82,2,232.5,0,0,0,0,0.0
CP0818,U0472,CAT04,B014,percentage,75.9,499,2023-04-12,2023-10-08,4019.38,expired,Jaipur,gifted,no,179,75.9,1,105.0,1,1,0,0,1.0
CP0819,U0358,CAT06,B021,percentage,63.8,1499,2023-11-29,2024-08-19,1352.71,expired,Kolkata,earned,no,264,63.8,4,209.75,0,0,2,0,0.0
CP0820,U0171,CAT07,B025,flat,100.0,299,2024-05-26,2024-08-09,3101.19,expired,Pune,gifted,no,75,3.22,1,295.0,1,0,0,0,1.0
CP0821,U0096,CAT02,B005,percentage,28.5,1999,2024-05-24,2025-05-16,1944.35,available,Nagpur,gifted,no,357,28.5,0,0.0,0,0,0,0,0.0
CP0822,U0098,CAT06,B021,flat,250.0,999,2023-01-17,2023-04-14,1587.11,claimed,Coimbatore,purchased,yes,87,15.75,1,178.0,0,0,0,0,0.0
CP0823,U0365,CAT07,B026,flat,150.0,999,2023-04-06,2023-06-21,4577.75,expired,Jaipur,purchased,no,76,3.28,1,39.0,0,1,0,0,0.0
CP0824,U0315,CAT09,B031,percentage,74.1,999,2023-04-17,2023-10-14,4855.19,available,Pune,gifted,yes,180,74.1,1,14.0,0,0,1,1,0.0
CP0825,U0115,CAT04,B014,flat,200.0,1999,2023-01-27,2023-11-06,3490.64,available,Pune,gifted,yes,283,5.73,3,144.0,1,1,0,0,0.3333
CP0826,U0430,CAT03,B009,percentage,77.3,499,2024-09-18,2025-06-22,2101.9,claimed,Patna,purchased,yes,277,77.3,3,184.33,1,0,1,0,0.3333
CP0827,U0362,CAT09,B032,percentage,48.2,1999,2024-02-01,2024-07-13,4910.49,expired,Jaipur,gifted,no,163,48.2,2,78.5,0,0,0,1,0.0
CP0828,U0165,CAT04,B015,percentage,10.8,1999,2024-12-10,2025-03-18,4145.87,expired,Coimbatore,earned,yes,98,10.8,1,153.0,2,1,0,0,2.0
CP0829,U0369,CAT09,B032,percentage,28.5,299,2024-09-10,2025-02-03,3601.94,claimed,Coimbatore,earned,yes,146,28.5,2,128.5,1,0,1,0,0.5
CP0830,U0255,CAT08,B028,percentage,9.0,999,2024-09-25,2025-06-06,2209.11,swapped,Chennai,purchased,no,254,9.0,0,0.0,0,0,0,0,0.0
CP0831,U0033,CAT09,B032,percentage,31.1,1499,2024-12-24,2025-04-08,1804.34,swapped,Jaipur,earned,yes,105,31.1,0,0.0,0,1,0,0,0.0
CP0832,U0111,CAT10,B036,percentage,62.3,1499,2023-05-17,2024-01-04,2287.95,claimed,Lucknow,gifted,no,232,62.3,1,263.0,0,0,0,1,0.0
CP0833,U0301,CAT03,B011,flat,50.0,0,2024-12-30,2025-07-31,3884.37,available,Bengaluru,gifted,yes,213,1.29,0,0.0,0,1,0,0,0.0
CP0834,U0333,CAT04,B014,flat,100.0,499,2023-07-05,2023-08-19,3656.9,available,Hyderabad,referral,no,45,2.73,2,77.5,0,0,1,0,0.0
CP0835,U0050,CAT07,B025,flat,100.0,299,2023-12-18,2024-04-19,1808.03,expired,Jaipur,gifted,yes,123,5.53,2,143.0,0,1,0,0,0.0
CP0836,U0042,CAT05,B020,percentage,31.3,299,2024-10-24,2025-10-13,2286.05,available,Jaipur,purchased,yes,354,31.3,0,0.0,1,0,0,1,0.0
CP0837,U0494,CAT09,B030,flat,75.0,999,2023-06-22,2023-07-22,112.26,available,Lucknow,purchased,no,30,66.81,1,212.0,1,0,0,0,1.0
CP0838,U0112,CAT02,B006,percentage,51.6,299,2023-07-06,2024-05-05,529.98,expired,Ahmedabad,earned,yes,304,51.6,6,191.5,1,0,0,1,0.1667
CP0839,U0417,CAT08,B029,flat,100.0,1999,2024-06-03,2024-09-17,2253.28,claimed,Coimbatore,referral,yes,106,4.44,4,185.0,3,1,0,0,0.75
CP0840,U0086,CAT05,B019,percentage,56.2,0,2024-08-27,2025-06-18,2513.37,claimed,Vadodara,referral,no,295,56.2,1,241.0,1,0,0,0,1.0
CP0841,U0034,CAT09,B031,flat,75.0,299,2024-11-15,2025-09-24,1268.8,available,Nagpur,purchased,no,313,5.91,4,139.25,3,1,0,0,0.75
CP0842,U0051,CAT01,B003,percentage,78.7,1999,2024-05-06,2025-04-03,2623.23,expired,Surat,referral,no,332,78.7,5,126.6,0,0,1,0,0.0
CP0843,U0150,CAT09,B032,percentage,29.0,1499,2024-04-03,2024-08-12,2160.28,available,Bengaluru,gifted,no,131,29.0,1,91.0,1,0,1,0,1.0
CP0844,U0403,CAT02,B007,percentage,50.7,1999,2023-11-10,2024-08-20,1471.61,expired,Delhi,gifted,yes,284,50.7,3,167.0,0,0,1,0,0.0
CP0845,U0089,CAT04,B013,percentage,49.1,1499,2024-08-07,2025-06-10,1602.59,available,Mumbai,purchased,no,307,49.1,2,174.0,2,0,1,0,1.0
CP0846,U0379,CAT07,B024,percentage,45.3,999,2024-12-01,2025-08-10,2643.72,available,Kochi,earned,yes,252,45.3,3,151.67,0,0,0,0,0.0
CP0847,U0038,CAT04,B013,percentage,18.9,1499,2023-08-15,2024-02-24,1057.86,available,Vadodara,purchased,no,193,18.9,2,154.5,0,0,1,0,0.0
CP0848,U0091,CAT04,B013,flat,50.0,499,2023-09-04,2024-03-21,4141.53,available,Chandigarh,purchased,yes,199,1.21,3,32.0,0,0,0,1,0.0
CP0849,U0364,CAT10,B034,percentage,24.4,1999,2024-03-08,2025-01-24,4515.33,available,Jaipur,gifted,yes,322,24.4,4,147.5,0,0,0,0,0.0
CP0850,U0130,CAT07,B025,percentage,68.2,999,2023-07-14,2024-04-18,101.63,expired,Delhi,earned,no,279,68.2,0,0.0,0,0,0,1,0.0
CP0851,U0035,CAT03,B010,percentage,13.6,199,2023-06-12,2024-03-18,2707.85,available,Jaipur,referral,no,280,13.6,4,166.75,0,0,1,0,0.0
CP0852,U0203,CAT05,B019,percentage,47.8,1999,2023-04-22,2023-07-22,4433.72,available,Bengaluru,earned,no,91,47.8,3,151.0,0,0,0,0,0.0
CP0853,U0058,CAT04,B014,percentage,7.7,199,2024-05-05,2024-07-29,238.25,available,Bengaluru,earned,yes,85,7.7,1,289.0,0,0,0,0,0.0
CP0854,U0306,CAT04,B016,percentage,37.9,1999,2023-05-27,2024-02-07,253.21,swapped,Kolkata,earned,no,256,37.9,0,0.0,0,3,0,0,0.0
CP0855,U0180,CAT01,B001,flat,250.0,499,2023-09-14,2024-01-11,1043.21,claimed,Chandigarh,gifted,no,119,23.96,1,273.0,0,1,0,1,0.0
CP0856,U0013,CAT09,B030,percentage,52.0,1999,2023-12-10,2024-08-20,2230.63,expired,Vadodara,gifted,yes,254,52.0,1,172.0,0,0,0,0,0.0
