user_id,age,gender,city,state,account_created_date,preferred_discount_min,preferred_discount_max,activity_level,preferred_discount_range,total_views_count,avg_view_duration,total_requests_count,accepted_requests_count,total_usage_count,swaps_proposed_count,swaps_received_count,avg_rating_received,ratings_count,total_preferences_count,swaps_completed_count
U0217,56,Male,Ahmedabad,Gujarat,2022-11-29,26,75,low,49,8,133.38,3,0,2,1,1,0.0,0,1,0
U0218,44,Male,Delhi,Delhi,2023-05-02,15,53,high,38,11,137.82,1,1,4,0,2,0.0,0,2,0
U0219,52,Male,Pune,Maharashtra,2024-08-18,23,61,high,38,15,172.27,2,1,1,0,1,0.0,0,3,1
U0220,46,Male,Patna,Bihar,2023-08-01,17,50,high,33,10,167.4,1,0,3,0,3,2.0,1,2,1
U0221,28,Female,Bhopal,Madhya Pradesh,2022-10-11,37,80,high,43,9,193.67,2,0,1,1,1,0.0,0,4,0
U0222,53,Female,Kochi,Kerala,2024-11-22,8,48,high,40,8,174.0,3,1,1,0,0,0.0,0,2,0
U0223,35,Male,Chennai,Tamil Nadu,2024-11-17,23,38,low,15,12,148.75,5,2,3,2,0,0.0,0,2,0
U0224,46,Female,Pune,Maharashtra,2022-02-24,32,47,medium,15,9,147.0,4,0,1,0,3,4.0,1,3,1
U0225,33,Male,Kochi,Kerala,2022-06-17,30,72,medium,42,13,141.46,6,2,4,1,1,3.0,1,2,1
U0226,63,Female,Hyderabad,Telangana,2022-10-27,6,36,low,30,8,126.38,5,1,1,2,0,0.0,0,2,0
U0227,63,Male,Ahmedabad,Gujarat,2022-01-11,23,63,high,40,9,158.33,6,0,2,1,1,0.0,0,4,0
U0228,27,Female,Kolkata,West Bengal,2024-12-16,6,32,medium,26,11,178.82,4,0,1,1,0,0.0,0,4,0
U0229,25,Male,Lucknow,Uttar Pradesh,2024-05-09,23,48,medium,25,15,179.67,3,1,2,1,0,0.0,0,1,0
U0230,49,Female,Hyderabad,Telangana,2022-02-03,34,48,medium,14,7,102.71,3,0,0,4,1,0.0,0,4,1
U0231,45,Male,Lucknow,Uttar Pradesh,2023-12-24,20,39,low,19,14,178.93,4,0,3,0,2,4.0,1,4,2
U0232,51,Other,Bengaluru,Karnataka,2022-05-19,31,52,high,21,8,100.62,3,1,1,3,2,3.0,1,1,1
U0233,53,Male,Visakhapatnam,Andhra Pradesh,2024-08-20,39,81,low,42,11,147.73,3,2,3,0,0,0.0,0,1,0
U0234,65,Male,Jaipur,Rajasthan,2022-05-19,29,62,medium,33,10,144.0,1,1,1,0,1,0.0,0,4,0
U0235,26,Male,Surat,Gujarat,2023-11-25,11,58,high,47,8,131.25,1,0,5,0,2,4.0,1,4,1
U0236,58,Male,Nagpur,Maharashtra,2022-10-04,16,55,low,39,11,193.36,2,2,2,1,1,0.0,0,1,1
U0237,30,Male,Lucknow,Uttar Pradesh,2023-02-13,34,46,high,12,8,134.0,2,2,1,1,1,1.0,1,4,1
U0238,43,Other,Visakhapatnam,Andhra Pradesh,2024-08-27,25,54,medium,29,9,132.44,4,1,0,1,1,2.0,1,3,1
U0239,21,Female,Kochi,Kerala,2023-11-11,17,45,medium,28,9,198.0,3,1,0,3,1,5.0,1,4,2
U0240,65,Male,Chandigarh,Punjab,2024-03-02,28,65,medium,37,11,186.82,7,0,0,1,0,5.0,1,1,1
U0241,41,Female,Nagpur,Maharashtra,2024-11-29,16,57,medium,41,7,186.57,2,1,4,3,0,1.0,1,2,1
U0242,45,Female,Bengaluru,Karnataka,2023-01-05,10,47,medium,37,9,145.44,4,0,5,1,0,2.0,1,3,1
U0243,38,Female,Bengaluru,Karnataka,2023-09-20,25,41,medium,16,8,140.75,4,2,1,1,4,3.0,2,3,3
U0244,40,Male,Indore,Madhya Pradesh,2023-12-24,32,52,medium,20,7,167.43,2,0,1,2,2,3.0,1,2,1
U0245,22,Female,Delhi,Delhi,2024-04-11,32,59,medium,27,9,153.89,5,0,3,0,2,2.5,2,4,2
U0246,56,Female,Ahmedabad,Gujarat,2024-06-16,15,26,low,11,10,126.6,4,0,3,1,0,0.0,0,1,1
U0247,41,Male,Kochi,Kerala,2022-03-08,9,34,medium,25,13,139.85,5,1,1,0,1,5.0,1,3,1
U0248,46,Female,Kochi,Kerala,2022-10-09,33,66,medium,33,6,200.33,3,0,4,0,1,0.0,0,4,0
U0249,33,Other,Jaipur,Rajasthan,2022-02-23,30,60,medium,30,10,185.1,2,0,1,2,2,3.5,2,2,3
U0250,53,Male,Chandigarh,Punjab,2023-06-18,36,79,medium,43,15,131.47,5,3,3,2,2,4.0,1,1,2
U0251,62,Female,Lucknow,Uttar Pradesh,2024-10-02,18,67,low,49,13,166.31,1,0,2,1,1,4.0,1,3,1
U0252,29,Female,Indore,Madhya Pradesh,2024-06-30,13,27,high,14,13,118.54,8,2,2,2,1,5.0,1,3,1
U0253,53,Female,Bengaluru,Karnataka,2023-09-07,25,57,high,32,9,104.78,3,0,2,0,2,1.0,1,1,1
U0254,32,Male,Visakhapatnam,Andhra Pradesh,2023-02-16,16,49,high,33,15,122.4,4,3,1,4,2,2.33,3,3,3
U0255,41,Female,Mumbai,Maharashtra,2024-01-26,20,61,medium,41,13,155.54,1,0,4,0,1,4.0,1,2,1
U0256,23,Male,Vadodara,Gujarat,2024-03-26,40,58,high,18,14,134.07,3,1,2,0,0,0.0,0,3,0
U0257,44,Female,Bhopal,Madhya Pradesh,2022-06-01,35,78,low,43,6,117.5,5,1,5,0,1,0.0,0,2,0
U0258,47,Female,Indore,Madhya Pradesh,2023-12-07,25,39,low,14,15,141.0,4,1,1,3,1,4.5,2,4,2
U0259,29,Female,Patna,Bihar,2022-09-22,40,90,medium,50,8,115.75,4,1,2,0,3,4.5,2,3,3
U0260,27,Male,Visakhapatnam,Andhra Pradesh,2022-11-28,8,25,medium,17,12,100.42,4,1,1,1,1,1.5,2,3,2
U0261,36,Female,Visakhapatnam,Andhra Pradesh,2023-05-29,19,51,low,32,10,169.1,3,2,1,0,1,4.0,1,4,1
U0262,58,Male,Ahmedabad,Gujarat,2024-12-28,40,67,low,27,11,142.09,1,1,3,3,2,0.0,0,4,0
U0263,27,Male,Patna,Bihar,2023-11-23,15,62,high,47,14,137.71,4,1,3,4,1,3.0,2,2,2
U0264,20,Female,Bengaluru,Karnataka,2023-06-27,7,18,medium,11,7,204.86,2,1,2,0,1,0.0,0,4,0
U0265,49,Female,Mumbai,Maharashtra,2023-08-17,31,80,medium,49,13,139.31,4,2,3,1,1,0.0,0,4,2
U0266,61,Male,Pune,Maharashtra,2024-07-17,24,64,low,40,14,130.71,1,0,1,0,2,4.0,1,2,1
U0267,44,Female,Indore,Madhya Pradesh,2023-02-22,8,28,medium,20,12,112.17,5,1,3,1,0,2.0,1,4,1
U0268,64,Other,Surat,Gujarat,2023-12-09,14,44,high,30,11,228.91,1,1,2,0,2,2.0,1,4,2
U0269,53,Male,Visakhapatnam,Andhra Pradesh,2023-05-11,13,46,medium,33,11,148.91,3,2,2,1,1,5.0,1,4,1
U0270,27,Male,Pune,Maharashtra,2023-08-18,22,60,high,38,10,163.6,2,0,2,1,2,5.0,1,2,1
U0271,38,Female,Chennai,Tamil Nadu,2023-10-03,31,56,low,25,14,150.0,4,3,0,2,3,3.0,4,3,5
U0272,47,Female,Visakhapatnam,Andhra Pradesh,2023-09-24,15,56,medium,41,12,110.92,2,0,0,4,1,2.5,2,1,3
U0273,47,Other,Visakhapatnam,Andhra Pradesh,2023-03-17,10,45,medium,35,8,134.25,1,1,3,0,2,0.0,0,1,1
U0274,49,Female,Lucknow,Uttar Pradesh,2024-08-21,8,21,medium,13,8,146.38,1,0,0,1,0,0.0,0,2,0
U0275,26,Female,Bhopal,Madhya Pradesh,2024-01-20,5,21,high,16,6,199.0,2,0,6,0,1,1.0,1,3,1
U0276,21,Female,Chandigarh,Punjab,2023-02-03,28,40,medium,12,6,183.0,3,1,2,0,0,0.0,0,3,0
U0277,50,Male,Chandigarh,Punjab,2023-07-27,23,37,high,14,9,144.78,5,0,1,1,0,1.0,1,1,1
U0278,43,Male,Hyderabad,Telangana,2023-11-26,12,30,medium,18,7,162.14,1,1,4,0,0,0.0,0,3,0
U0279,56,Female,Kolkata,West Bengal,2024-10-21,28,47,low,19,10,195.6,5,1,2,1,4,1.0,2,2,2
U0280,48,Female,Surat,Gujarat,2022-11-02,7,25,medium,18,10,135.8,4,1,1,1,1,2.0,1,4,1
U0281,57,Male,Surat,Gujarat,2024-03-15,37,55,high,18,5,138.0,0,0,2,1,1,1.0,1,2,1
U0282,50,Female,Surat,Gujarat,2024-12-26,24,71,medium,47,11,141.27,1,0,2,2,0,2.0,2,3,2
U0283,41,Male,Mumbai,Maharashtra,2022-08-13,24,64,high,40,10,197.8,6,2,3,2,2,1.0,1,4,3
U0284,56,Male,Mumbai,Maharashtra,2023-04-12,24,74,medium,50,6,113.17,2,0,4,3,0,4.0,1,1,2
U0285,58,Female,Visakhapatnam,Andhra Pradesh,2024-02-18,35,55,low,20,5,123.2,3,0,4,1,0,5.0,1,2,1
U0286,62,Male,Patna,Bihar,2022-02-08,20,32,medium,12,14,153.93,3,1,4,0,1,0.0,0,2,0
U0287,62,Male,Bhopal,Madhya Pradesh,2024-10-24,31,50,high,19,7,195.71,3,1,2,1,2,3.0,1,2,2
U0288,51,Male,Ahmedabad,Gujarat,2023-10-28,35,48,high,13,9,162.22,4,0,4,2,2,3.0,2,3,2
U0289,38,Female,Chandigarh,Punjab,2024-07-30,35,78,high,43,8,117.75,2,1,3,0,2,0.0,0,2,0
U0290,61,Female,Kochi,Kerala,2023-06-26,26,70,medium,44,11,134.55,2,1,1,2,0,2.0,1,2,1
U0291,53,Male,Jaipur,Rajasthan,2023-09-02,17,42,high,25,11,167.73,1,0,1,1,2,3.0,3,3,3
U0292,48,Male,Surat,Gujarat,2023-07-15,18,59,medium,41,10,179.9,4,2,1,0,3,2.0,1,1,1
U0293,40,Female,Chandigarh,Punjab,2022-10-27,39,73,medium,34,13,163.38,3,1,2,2,1,1.0,2,2,3
U0294,46,Female,Kochi,Kerala,2024-09-08,23,38,low,15,8,197.25,4,2,2,1,0,1.0,1,3,1
U0295,62,Male,Coimbatore,Tamil Nadu,2022-08-12,39,66,medium,27,7,197.29,2,1,2,0,0,0.0,0,2,0
U0296,60,Female,Delhi,Delhi,2023-04-08,20,45,medium,25,9,174.0,5,1,3,1,1,4.5,2,2,2
U0297,39,Female,Bhopal,Madhya Pradesh,2022-07-25,8,24,medium,16,8,157.25,6,1,2,1,0,0.0,0,3,1
U0298,28,Male,Coimbatore,Tamil Nadu,2024-09-01,13,23,medium,10,8,167.12,5,2,1,0,1,0.0,0,1,0
U0299,36,Female,Surat,Gujarat,2022-07-03,17,45,medium,28,10,156.6,2,2,2,0,1,5.0,1,4,1
U0300,29,Male,Delhi,Delhi,2022-12-27,19,63,high,44,11,112.09,2,0,2,2,1,3.0,1,1,2
U0301,29,Female,Nagpur,Maharashtra,2023-08-16,7,42,high,35,10,127.0,3,1,4,0,0,0.0,0,2,0
U0302,56,Male,Patna,Bihar,2023-11-18,5,34,medium,29,13,184.77,3,0,2,6,0,3.0,2,2,2
U0303,26,Female,Nagpur,Maharashtra,2024-08-16,39,82,medium,43,6,168.5,2,0,1,1,1,0.0,0,1,0
U0304,64,Male,Chennai,Tamil Nadu,2023-06-11,12,43,medium,31,7,233.57,2,0,1,2,1,1.5,2,1,2
U0305,54,Female,Lucknow,Uttar Pradesh,2023-01-31,5,36,low,31,10,160.4,5,2,1,0,2,0.0,0,3,1
U0306,38,Male,Visakhapatnam,Andhra Pradesh,2022-07-15,30,67,low,37,16,141.0,3,2,1,1,0,5.0,1,4,1
U0307,33,Male,Surat,Gujarat,2024-02-25,13,53,low,40,10,173.5,3,0,1,2,0,0.0,0,3,1
U0308,55,Female,Lucknow,Uttar Pradesh,2022-01-24,22,53,medium,31,8,134.88,2,1,1,2,1,1.0,1,4,1
U0309,60,Male,Delhi,Delhi,2023-09-21,28,53,low,25,13,135.92,3,3,1,1,0,0.0,0,4,0
U0310,58,Female,Hyderabad,Telangana,2023-08-28,37,66,medium,29,8,114.88,2,2,0,2,2,2.67,3,1,3
U0311,48,Male,Ahmedabad,Gujarat,2024-02-05,19,43,medium,24,13,119.85,6,3,4,0,2,0.0,0,3,0
U0312,60,Female,Coimbatore,Tamil Nadu,2023-05-22,40,80,medium,40,5,144.2,0,0,2,1,0,0.0,0,3,1
U0313,51,Female,Indore,Madhya Pradesh,2022-06-09,10,53,high,43,12,184.42,2,0,3,3,2,0.0,0,4,0
U0314,50,Male,Coimbatore,Tamil Nadu,2022-11-03,12,25,low,13,10,161.7,2,2,2,0,0,0.0,0,3,0
U0315,61,Male,Hyderabad,Telangana,2024-09-28,38,76,low,38,9,202.78,3,0,0,0,0,0.0,0,2,0
U0316,47,Male,Delhi,Delhi,2024-04-30,37,75,medium,38,12,144.83,2,0,2,0,0,0.0,0,2,0
U0317,61,Female,Indore,Madhya Pradesh,2022-02-14,8,53,medium,45,8,145.5,2,0,0,1,0,0.0,0,2,1
U0318,22,Male,Patna,Bihar,2023-12-07,5,28,medium,23,4,162.5,3,0,3,1,0,0.0,0,1,0
U0319,48,Male,Bengaluru,Karnataka,2024-04-17,39,52,low,13,9,163.89,2,0,2,0,0,0.0,0,4,0
U0320,42,Male,Kochi,Kerala,2024-02-13,13,49,medium,36,13,114.62,2,1,0,3,0,2.0,1,3,3
U0321,25,Male,Kochi,Kerala,2024-03-15,39,57,medium,18,11,171.27,2,1,2,1,0,3.0,1,2,1
U0322,37,Male,Mumbai,Maharashtra,2024-05-18,19,29,medium,10,13,171.46,1,0,2,3,0,4.0,1,2,2
U0323,40,Male,Indore,Madhya Pradesh,2023-01-22,19,44,high,25,8,152.0,5,1,1,1,1,0.0,0,2,1
U0324,57,Female,Bhopal,Madhya Pradesh,2022-02-02,12,24,low,12,18,164.33,2,0,1,1,3,3.33,3,2,3
U0325,20,Male,Vadodara,Gujarat,2022-04-10,9,25,low,16,11,164.91,4,2,3,3,1,3.0,2,1,2
U0326,32,Female,Indore,Madhya Pradesh,2022-04-26,7,42,low,35,8,153.38,1,0,2,1,0,0.0,0,1,0
U0327,38,Female,Patna,Bihar,2023-10-19,23,47,low,24,3,205.33,4,1,3,2,3,4.5,2,3,4
U0328,44,Male,Pune,Maharashtra,2022-05-05,14,57,medium,43,11,115.09,4,3,2,0,2,0.0,0,1,0
U0329,53,Female,Bhopal,Madhya Pradesh,2023-12-07,16,66,high,50,13,165.62,3,2,1,1,2,3.5,2,2,2
U0330,62,Male,Surat,Gujarat,2022-11-02,29,72,medium,43,9,129.44,2,0,1,0,0,0.0,0,2,0
U0331,33,Female,Nagpur,Maharashtra,2023-09-08,16,60,high,44,9,191.67,4,1,2,0,0,0.0,0,3,0
U0332,53,Male,Delhi,Delhi,2024-05-03,14,53,medium,39,10,118.0,1,0,2,2,0,5.0,1,2,1
U0333,34,Male,Pune,Maharashtra,2022-06-11,13,47,high,34,5,152.6,2,0,5,0,0,0.0,0,1,0
U0334,64,Female,Coimbatore,Tamil Nadu,2022-04-16,28,43,medium,15,10,185.4,3,1,5,0,1,0.0,0,4,1
U0335,55,Female,Kolkata,West Bengal,2023-03-21,7,21,medium,14,9,118.0,0,0,2,0,0,0.0,0,4,0
U0336,31,Female,Mumbai,Maharashtra,2022-08-29,26,55,medium,29,8,156.75,1,0,1,0,0,0.0,0,1,0
U0337,63,Male,Vadodara,Gujarat,2023-05-06,35,60,medium,25,6,127.0,3,2,4,0,1,0.0,0,2,0
U0338,52,Female,Indore,Madhya Pradesh,2023-09-24,23,57,medium,34,7,132.14,3,0,2,1,1,2.0,1,4,1
U0339,24,Female,Indore,Madhya Pradesh,2024-08-19,37,78,high,41,9,134.78,2,2,0,1,3,2.0,1,4,2
U0340,38,Male,Kochi,Kerala,2023-03-30,25,48,medium,23,12,163.83,6,1,3,1,0,0.0,0,4,1
U0341,55,Female,Coimbatore,Tamil Nadu,2024-05-05,6,32,medium,26,13,130.08,3,1,0,0,1,1.0,1,2,1
U0342,42,Female,Pune,Maharashtra,2023-05-19,17,48,medium,31,10,152.6,4,3,1,0,1,0.0,0,2,0
U0343,64,Female,Nagpur,Maharashtra,2024-10-01,26,52,medium,26,10,149.6,3,0,1,0,0,0.0,0,2,0
U0344,64,Female,Ahmedabad,Gujarat,2023-01-12,27,47,high,20,12,143.17,4,3,2,0,0,0.0,0,1,0
U0345,20,Female,Visakhapatnam,Andhra Pradesh,2022-06-02,39,52,high,13,12,178.25,1,0,2,3,0,3.5,2,3,2
U0346,26,Female,Bhopal,Madhya Pradesh,2023-04-19,8,18,low,10,10,184.0,2,1,3,1,0,0.0,0,4,0
U0347,50,Male,Kolkata,West Bengal,2022-05-04,14,24,medium,10,9,134.78,3,0,1,0,2,4.0,1,1,1
U0348,18,Female,Mumbai,Maharashtra,2024-04-22,35,76,low,41,12,138.75,3,0,2,1,1,0.0,0,1,1
U0349,36,Male,Coimbatore,Tamil Nadu,2024-05-31,38,65,high,27,13,174.77,3,1,2,1,2,2.0,2,4,2
U0350,51,Male,Hyderabad,Telangana,2023-01-29,16,32,medium,16,6,199.0,1,0,0,0,0,0.0,0,3,0
U0351,43,Male,Jaipur,Rajasthan,2024-04-11,21,53,medium,32,11,159.18,1,0,0,1,1,0.0,0,4,1
U0352,61,Female,Lucknow,Uttar Pradesh,2022-06-15,20,44,medium,24,20,167.9,3,0,3,3,1,2.5,2,3,2
U0353,42,Male,Chandigarh,Punjab,2024-09-01,7,22,low,15,13,173.23,2,1,4,1,1,0.0,0,3,0
U0354,49,Female,Bengaluru,Karnataka,2023-11-10,5,25,medium,20,9,145.44,3,2,5,2,2,5.0,1,3,2
U0355,32,Male,Delhi,Delhi,2024-08-31,11,54,medium,43,19,159.11,2,0,4,1,0,0.0,0,2,0
U0356,54,Female,Coimbatore,Tamil Nadu,2023-01-03,9,36,high,27,12,169.58,1,0,3,0,1,0.0,0,2,0
U0357,55,Male,Kolkata,West Bengal,2024-03-26,25,36,high,11,9,152.22,2,1,4,0,0,0.0,0,2,0
U0358,33,Female,Patna,Bihar,2024-03-07,24,44,medium,20,7,136.43,6,1,4,0,3,1.0,1,1,1
U0359,65,Male,Chandigarh,Punjab,2022-06-10,39,70,medium,31,10,152.7,3,1,0,0,0,0.0,0,3,0
U0360,45,Male,Hyderabad,Telangana,2022-06-05,27,40,medium,13,8,195.5,1,1,2,0,2,4.0,2,1,2
U0361,58,Male,Mumbai,Maharashtra,2024-07-11,30,60,medium,30,15,177.2,2,1,1,0,2,3.0,2,2,2
U0362,45,Male,Chandigarh,Punjab,2024-02-18,27,72,low,45,6,143.17,4,0,2,0,4,0.0,0,4,1
U0363,23,Male,Bengaluru,Karnataka,2024-02-18,23,48,medium,25,5,163.2,0,0,3,1,1,1.0,1,3,2
U0364,41,Male,Surat,Gujarat,2022-01-11,14,48,high,34,9,131.44,3,0,3,0,1,2.0,1,2,1
U0365,24,Male,Jaipur,Rajasthan,2023-01-19,33,66,medium,33,11,158.09,2,1,2,1,0,0.0,0,3,0
U0366,44,Male,Visakhapatnam,Andhra Pradesh,2022-07-03,40,85,medium,45,7,154.29,1,0,4,2,0,0.0,0,3,1
U0367,38,Female,Vadodara,Gujarat,2022-01-26,10,58,medium,48,14,149.14,3,2,1,2,1,3.5,2,2,3
U0368,33,Female,Coimbatore,Tamil Nadu,2022-12-14,29,44,medium,15,8,145.75,2,0,2,1,0,2.0,1,1,1
U0369,37,Male,Jaipur,Rajasthan,2022-10-26,15,33,low,18,12,157.25,4,1,1,1,0,0.0,0,3,0
U0370,37,Female,Bhopal,Madhya Pradesh,2022-06-07,32,59,medium,27,9,172.67,6,0,2,0,0,0.0,0,2,0
U0371,56,Female,Nagpur,Maharashtra,2024-07-26,20,70,low,50,11,154.18,2,1,2,0,0,0.0,0,4,0
U0372,39,Female,Chandigarh,Punjab,2024-02-18,24,34,high,10,10,169.5,2,0,3,0,0,0.0,0,3,0
U0373,45,Female,Surat,Gujarat,2022-10-06,26,64,medium,38,8,75.5,4,1,1,0,0,0.0,0,4,0
U0374,29,Other,Surat,Gujarat,2023-10-16,17,57,medium,40,9,143.78,4,2,4,0,1,3.0,1,1,1
U0375,38,Male,Pune,Maharashtra,2024-03-15,36,82,medium,46,8,127.25,6,1,1,0,0,0.0,0,4,0
U0376,29,Female,Coimbatore,Tamil Nadu,2022-02-25,17,64,high,47,6,154.5,4,2,2,0,0,0.0,0,1,0
U0377,36,Female,Indore,Madhya Pradesh,2022-05-22,34,57,high,23,18,143.83,2,2,0,0,1,0.0,0,2,0
U0378,58,Male,Ahmedabad,Gujarat,2023-06-02,31,72,medium,41,8,148.12,1,0,1,1,0,0.0,0,4,0
U0379,46,Other,Bengaluru,Karnataka,2024-09-08,32,66,medium,34,14,166.29,5,1,4,1,1,0.0,0,4,0
U0380,52,Male,Bhopal,Madhya Pradesh,2024-01-07,39,81,medium,42,14,162.36,2,0,1,0,0,0.0,0,3,0
U0381,24,Female,Bengaluru,Karnataka,2023-12-29,39,87,low,48,10,157.4,3,0,1,1,1,2.0,1,3,1
U0382,39,Other,Chandigarh,Punjab,2024-05-31,7,53,low,46,10,189.5,2,0,3,3,1,3.67,3,3,3
U0383,50,Female,Pune,Maharashtra,2023-03-29,11,37,medium,26,12,119.17,3,1,1,2,0,3.0,1,2,1
U0384,62,Female,Patna,Bihar,2023-12-08,30,69,high,39,9,173.0,2,1,0,0,0,0.0,0,2,0
U0385,44,Female,Lucknow,Uttar Pradesh,2022-06-25,35,51,low,16,12,130.08,3,0,1,2,1,3.5,2,2,3
U0386,39,Male,Lucknow,Uttar Pradesh,2023-02-28,14,46,medium,32,8,160.62,1,0,0,0,3,5.0,1,4,1
U0387,46,Female,Hyderabad,Telangana,2024-07-15,27,67,medium,40,4,207.25,6,2,4,0,0,0.0,0,2,0
U0388,19,Female,Hyderabad,Telangana,2022-08-12,24,36,medium,12,10,165.2,1,0,2,1,1,2.0,1,4,1
U0389,29,Female,Visakhapatnam,Andhra Pradesh,2023-11-09,15,40,medium,25,14,182.36,1,0,4,0,0,0.0,0,2,0
U0390,58,Male,Chandigarh,Punjab,2024-06-04,34,58,medium,24,8,185.5,3,1,0,3,0,3.0,2,4,2
U0391,45,Male,Patna,Bihar,2023-03-16,17,55,low,38,15,137.87,5,1,3,2,1,0.0,0,1,0
U0392,52,Male,Hyderabad,Telangana,2023-10-30,9,55,low,46,9,132.11,5,3,3,1,1,0.0,0,1,0
U0393,51,Other,Nagpur,Maharashtra,2023-10-04,12,38,medium,26,12,204.0,3,1,3,1,2,1.0,1,4,1
U0394,40,Male,Hyderabad,Telangana,2024-07-26,30,77,medium,47,5,161.6,2,0,1,1,1,2.5,2,3,2
U0395,23,Female,Patna,Bihar,2023-10-04,24,73,low,49,8,195.38,4,0,2,0,0,0.0,0,3,0
U0396,41,Female,Chennai,Tamil Nadu,2024-11-12,24,41,medium,17,9,139.44,3,0,1,1,1,3.0,1,3,2
U0397,45,Male,Chandigarh,Punjab,2022-12-21,13,59,medium,46,6,194.33,1,0,1,2,2,3.0,2,4,2
U0398,29,Male,Ahmedabad,Gujarat,2024-07-12,36,64,medium,28,9,162.56,3,0,3,1,4,1.5,2,1,3
U0399,26,Male,Nagpur,Maharashtra,2024-02-26,27,37,high,10,8,207.0,3,2,1,0,0,0.0,0,4,0
U0400,61,Female,Bhopal,Madhya Pradesh,2024-06-28,37,78,medium,41,8,127.75,3,2,0,1,1,3.0,1,3,1
U0401,32,Male,Mumbai,Maharashtra,2023-07-17,10,56,low,46,10,163.2,0,0,3,0,0,0.0,0,4,0
U0402,54,Female,Indore,Madhya Pradesh,2024-10-11,23,43,medium,20,6,90.5,3,0,1,2,0,0.0,0,2,0
U0403,35,Female,Hyderabad,Telangana,2024-01-22,12,58,medium,46,7,116.0,2,1,2,0,2,5.0,1,3,1
U0404,31,Other,Coimbatore,Tamil Nadu,2022-07-29,7,45,medium,38,7,157.86,4,2,5,0,2,1.0,1,1,2
U0405,46,Male,Delhi,Delhi,2022-06-28,20,49,medium,29,11,141.45,7,3,4,0,2,0.0,0,2,1
U0406,65,Female,Kolkata,West Bengal,2023-12-20,12,37,high,25,11,137.45,2,0,2,1,0,0.0,0,2,0
U0407,26,Female,Vadodara,Gujarat,2023-02-28,32,52,high,20,11,162.27,4,1,2,1,0,1.0,1,2,1
U0408,56,Female,Jaipur,Rajasthan,2023-10-25,27,71,high,44,11,200.27,2,1,4,1,0,3.0,1,1,1
U0409,35,Female,Patna,Bihar,2024-11-19,23,51,high,28,8,151.25,6,1,4,3,1,2.0,1,3,2
U0410,21,Other,Bhopal,Madhya Pradesh,2022-09-17,11,29,medium,18,10,117.2,1,0,1,1,1,5.0,1,1,1
U0411,63,Male,Ahmedabad,Gujarat,2023-05-22,13,38,high,25,13,160.69,2,0,3,0,0,0.0,0,4,0
U0412,54,Female,Ahmedabad,Gujarat,2024-04-28,30,71,medium,41,11,165.73,4,2,2,2,1,4.0,1,3,1
U0413,43,Female,Bengaluru,Karnataka,2023-07-24,9,59,medium,50,6,190.67,4,3,1,1,1,0.0,0,4,0
U0414,38,Female,Nagpur,Maharashtra,2022-07-10,28,67,medium,39,12,127.83,5,2,3,2,1,3.0,2,4,2
U0415,22,Female,Kochi,Kerala,2024-03-25,34,84,low,50,8,142.25,2,0,3,1,3,1.0,1,1,1
U0416,35,Male,Nagpur,Maharashtra,2023-08-04,32,55,medium,23,11,182.0,3,1,0,3,2,2.5,2,3,4
U0417,39,Female,Nagpur,Maharashtra,2022-04-10,13,59,low,46,15,91.0,3,1,1,1,2,0.0,0,3,0
U0418,28,Male,Hyderabad,Telangana,2022-01-02,34,45,high,11,5,151.4,1,0,2,2,2,2.5,2,4,2
U0419,59,Male,Ahmedabad,Gujarat,2023-07-16,32,54,low,22,13,179.15,2,0,2,3,1,4.0,2,4,2
U0420,41,Female,Bengaluru,Karnataka,2022-12-05,28,54,low,26,9,136.78,4,0,4,0,1,2.0,1,4,1
U0421,59,Male,Bhopal,Madhya Pradesh,2022-07-14,24,48,low,24,12,140.75,6,1,1,2,2,2.0,1,1,2
U0422,55,Male,Ahmedabad,Gujarat,2024-06-30,35,49,low,14,4,238.75,8,4,6,0,0,0.0,0,4,0
U0423,62,Male,Bhopal,Madhya Pradesh,2022-05-26,26,43,low,17,6,161.33,2,2,4,1,2,4.5,2,2,2
U0424,38,Male,Hyderabad,Telangana,2023-09-05,10,26,low,16,11,91.64,4,1,0,2,0,0.0,0,2,0
U0425,51,Female,Bengaluru,Karnataka,2022-12-03,13,32,medium,19,10,86.8,1,0,2,3,1,3.5,2,4,2
U0426,44,Female,Ahmedabad,Gujarat,2024-06-25,18,68,high,50,6,155.5,6,2,3,0,4,5.0,1,2,2
U0427,25,Female,Ahmedabad,Gujarat,2024-02-26,10,26,medium,16,17,134.53,4,0,1,2,0,5.0,1,1,2
U0428,33,Male,Ahmedabad,Gujarat,2022-06-22,32,62,low,30,5,137.6,4,1,1,2,0,3.0,1,2,1
U0429,31,Female,Lucknow,Uttar Pradesh,2024-11-09,23,34,low,11,10,144.5,2,0,2,4,2,3.0,5,3,6
U0430,33,Female,Delhi,Delhi,2022-08-19,30,58,low,28,6,154.83,4,0,2,2,2,3.0,1,1,1
U0431,41,Female,Mumbai,Maharashtra,2022-09-28,9,52,medium,43,11,153.64,0,0,3,3,0,1.0,1,1,2
U0432,61,Male,Coimbatore,Tamil Nadu,2024-08-22,31,64,high,33,9,133.44,2,1,2,2,2,4.0,1,2,2
U0433,22,Male,Patna,Bihar,2023-03-18,9,20,low,11,12,126.42,2,0,1,1,1,0.0,0,1,0
