swap_id,proposer_id,receiver_id,offered_coupon_id,requested_coupon_id,value_difference,value_ratio,category_match,brand_match,proposer_avg_rating,receiver_avg_rating,swap_turnaround_hours,swap_status
SW0272,U0477,U0442,CP2300,CP1574,212.88,1.0561,0,0,3.0,1.0,,cancelled
SW0273,U0310,U0001,CP0255,CP2134,2687.04,0.413,0,0,2.67,3.0,,rejected
SW0274,U0366,U0239,CP1341,CP1289,1522.32,1.5236,0,0,3.0,5.0,,proposed
SW0275,U0153,U0496,CP2150,CP0408,1307.51,0.4943,0,0,1.0,3.5,31.0,accepted
SW0276,U0391,U0303,CP1074,CP1151,1233.44,6.2176,0,0,3.0,3.0,,rejected
SW0277,U0205,U0206,CP0715,CP1698,1073.74,0.7472,0,0,3.0,4.0,13.0,completed
SW0278,U0300,U0495,CP2140,CP0441,2468.2,0.3528,0,0,3.0,3.0,69.0,completed
SW0279,U0451,U0474,CP0956,CP0773,1680.9,0.5367,1,0,2.33,3.0,11.0,accepted
SW0280,U0164,U0470,CP1382,CP0739,367.27,0.9014,0,0,3.67,3.0,60.0,completed
SW0281,U0237,U0243,CP1860,CP0365,1729.62,0.5214,0,0,1.0,3.0,16.0,accepted
SW0282,U0470,U0415,CP1607,CP0096,144.08,0.8927,0,0,3.0,1.0,,proposed
SW0283,U0054,U0061,CP0994,CP2019,726.32,1.3253,0,0,4.0,1.0,70.0,completed
SW0284,U0242,U0339,CP2481,CP1890,385.49,0.8041,0,0,2.0,2.0,22.0,completed
SW0285,U0293,U0439,CP0990,CP0240,2679.56,2.1639,0,0,1.0,3.0,61.0,completed
SW0286,U0073,U0421,CP1309,CP2272,2197.24,0.1293,0,0,3.0,2.0,1.0,accepted
SW0287,U0439,U0213,CP0766,CP1358,919.5,1.2317,0,0,3.0,3.0,,proposed
SW0288,U0210,U0362,CP1574,CP1619,433.27,0.8976,0,0,3.0,3.0,,proposed
SW0289,U0214,U0266,CP2323,CP0108,20.89,1.0243,0,0,3.0,4.0,,cancelled
SW0290,U0418,U0187,CP1515,CP0641,2538.21,0.3978,0,0,2.5,3.25,,cancelled
SW0291,U0394,U0385,CP2446,CP1865,2180.66,1.9086,0,0,2.5,3.5,4.0,accepted
SW0292,U0227,U0339,CP0046,CP1079,614.59,1.1597,0,0,3.0,2.0,,cancelled
SW0293,U0089,U0139,CP0495,CP1682,453.9,0.7869,0,0,2.0,3.5,,cancelled
SW0294,U0254,U0230,CP0560,CP0783,1348.14,0.6896,1,1,2.33,3.0,,cancelled
SW0295,U0390,U0118,CP0132,CP2329,2856.29,0.3013,0,0,3.0,3.33,29.0,completed
SW0296,U0415,U0432,CP0798,CP0230,2229.09,0.4674,0,0,1.0,4.0,,proposed
SW0297,U0169,U0064,CP2159,CP1752,590.76,5.7963,1,0,1.0,3.0,34.0,accepted
SW0298,U0271,U0191,CP1301,CP0188,2019.71,2.2662,0,0,3.0,1.0,32.0,accepted
SW0299,U0400,U0231,CP1204,CP1109,2604.14,2.2746,0,0,3.0,4.0,45.0,completed
SW0300,U0468,U0194,CP1468,CP0213,679.48,0.7177,0,0,4.0,3.0,13.0,accepted
SW0301,U0166,U0496,CP0128,CP0044,1304.35,1.7215,0,0,2.5,3.5,,rejected
SW0302,U0114,U0458,CP2092,CP0611,981.09,0.5473,0,0,2.0,3.0,,rejected
SW0303,U0424,U0029,CP0336,CP0588,1256.04,0.6575,0,0,3.0,2.0,,proposed
SW0304,U0467,U0164,CP0587,CP1658,63.09,1.0877,0,0,3.0,3.67,,cancelled
SW0305,U0025,U0249,CP1744,CP1934,800.5,0.8249,0,0,4.0,3.5,41.0,completed
SW0306,U0348,U0237,CP0426,CP2072,2253.54,2.2132,0,0,3.0,1.0,,rejected
SW0307,U0073,U0190,CP0065,CP0113,2074.94,0.4103,0,0,3.0,4.0,,rejected
SW0308,U0126,U0218,CP1404,CP2110,1740.0,0.6353,0,0,4.0,3.0,,rejected
SW0309,U0302,U0358,CP0607,CP0864,2110.69,1.9221,0,0,3.0,1.0,,proposed
SW0310,U0056,U0058,CP0033,CP2286,2634.15,0.4673,0,0,3.0,3.0,,proposed
SW0311,U0263,U0102,CP0321,CP0936,1507.67,0.5941,0,0,3.0,3.0,,rejected
SW0312,U0037,U0466,CP0241,CP2422,2888.31,0.2008,0,0,5.0,3.25,55.0,completed
SW0313,U0369,U0057,CP1983,CP1678,47.8,1.0141,0,0,3.0,4.0,,rejected
SW0314,U0044,U0271,CP2090,CP0983,667.77,0.8347,0,0,3.0,3.0,3.0,completed
SW0315,U0216,U0035,CP1846,CP0317,4165.43,42.2052,0,0,4.0,3.0,,proposed
SW0316,U0175,U0354,CP0227,CP1848,1198.72,1.8022,0,0,3.0,5.0,,rejected
SW0317,U0294,U0101,CP2497,CP0478,901.16,0.5128,0,0,1.0,4.0,69.0,completed
SW0318,U0082,U0430,CP1717,CP1090,834.51,1.4797,0,0,3.0,3.0,,cancelled
SW0319,U0139,U0478,CP1120,CP1258,1690.24,0.3607,0,0,3.5,2.5,24.0,accepted
SW0320,U0454,U0265,CP2138,CP1372,1331.83,0.7096,1,0,4.0,3.0,11.0,completed
SW0321,U0029,U0263,CP1871,CP1854,1397.21,0.5145,0,0,2.0,3.0,,proposed
SW0322,U0425,U0224,CP1548,CP1012,836.98,1.2231,0,0,3.5,4.0,,rejected
SW0323,U0432,U0100,CP2079,CP0281,1150.88,1.7732,0,0,4.0,3.0,26.0,completed
SW0324,U0083,U0032,CP0040,CP1917,1367.86,2.2259,0,0,3.67,3.0,,cancelled
SW0325,U0284,U0377,CP1609,CP1348,1137.42,1.4288,1,0,4.0,3.0,,cancelled
SW0326,U0228,U0002,CP0433,CP0503,1245.41,1.5765,0,0,3.0,3.0,,proposed
SW0327,U0416,U0305,CP2397,CP0733,1341.84,4.1289,0,0,2.5,3.0,18.0,completed
SW0328,U0069,U0136,CP2344,CP1823,106.84,0.9604,0,0,4.5,4.0,,rejected
SW0329,U0159,U0419,CP2192,CP2026,2924.82,2.6332,0,0,3.67,4.0,,rejected
SW0330,U0023,U0051,CP0909,CP0418,2580.89,0.4332,0,0,3.0,3.0,,proposed
SW0331,U0068,U0135,CP1490,CP0809,2300.77,4.0477,0,0,5.0,3.0,,proposed
SW0332,U0468,U0161,CP2018,CP0436,1725.65,0.4268,0,0,4.0,3.5,50.0,completed
SW0333,U0172,U0069,CP0739,CP1869,3266.78,8.1179,0,0,3.0,4.5,,proposed
SW0334,U0207,U0273,CP1065,CP1678,1007.83,0.7021,0,0,3.0,3.0,,rejected
SW0335,U0183,U0441,CP1710,CP1500,1301.91,1.3606,0,0,3.0,3.67,37.0,completed
SW0336,U0095,U0327,CP2373,CP0344,1256.28,0.1325,0,0,2.5,4.5,57.0,completed
SW0337,U0137,U0300,CP1849,CP0793,711.69,0.837,0,0,3.0,3.0,,rejected
SW0338,U0213,U0255,CP0302,CP0655,2417.24,2.2555,0,0,3.0,4.0,39.0,completed
SW0339,U0312,U0283,CP1826,CP1772,1641.69,0.164,0,0,3.0,1.0,10.0,completed
SW0340,U0165,U0182,CP1943,CP0558,1783.72,1.5897,0,0,3.0,3.0,,proposed
SW0341,U0491,U0473,CP0268,CP0342,2334.01,2.3213,0,0,5.0,5.0,68.0,accepted
SW0342,U0470,U0124,CP2421,CP0196,820.58,1.2012,0,0,3.0,1.5,21.0,accepted
SW0343,U0296,U0232,CP1774,CP1991,1088.96,0.6812,0,0,4.5,3.0,3.0,completed
SW0344,U0254,U0416,CP0346,CP0315,2967.99,0.1714,0,0,2.33,2.5,4.0,accepted
SW0345,U0417,U0329,CP0932,CP0774,176.17,1.0924,0,0,3.0,3.5,,rejected
SW0346,U0385,U0441,CP2418,CP1178,869.94,1.9645,1,1,3.5,3.67,19.0,completed
SW0347,U0254,U0288,CP0843,CP1748,1509.23,0.5887,0,0,2.33,3.0,,rejected
SW0348,U0152,U0253,CP0769,CP0694,3811.23,0.1784,0,0,3.0,1.0,,cancelled
SW0349,U0232,U0059,CP2345,CP1353,3083.99,5.9883,0,0,3.0,2.0,,cancelled
SW0350,U0139,U0291,CP1783,CP2214,1229.52,0.6368,0,0,3.5,3.0,59.0,accepted
SW0351,U0352,U0206,CP0174,CP1069,1083.89,2.0523,0,0,2.5,4.0,,proposed
SW0352,U0461,U0279,CP0380,CP1960,574.97,1.1945,0,0,4.0,1.0,,rejected
SW0353,U0047,U0199,CP2400,CP2418,1103.15,0.3774,0,0,3.0,3.0,,cancelled
SW0354,U0140,U0160,CP0759,CP2299,560.41,1.165,0,0,3.0,1.5,28.0,accepted
SW0355,U0482,U0426,CP0712,CP1116,675.5,0.7047,0,0,2.0,5.0,,rejected
SW0356,U0159,U0086,CP2396,CP1522,575.11,1.9042,0,0,3.67,3.0,,cancelled
SW0357,U0241,U0488,CP0473,CP0678,3615.8,3.6974,0,0,1.0,5.0,,proposed
SW0358,U0119,U0494,CP0362,CP1570,353.73,1.081,0,0,3.5,1.5,49.0,completed
SW0359,U0406,U0288,CP0743,CP1107,2572.28,3.1497,0,0,3.0,3.0,,proposed
SW0360,U0327,U0225,CP1605,CP1975,1337.21,0.7171,0,0,4.5,3.0,,cancelled
SW0361,U0066,U0483,CP2326,CP2321,557.31,0.7123,1,0,1.5,1.0,71.0,completed
SW0362,U0246,U0361,CP1395,CP2489,1249.19,0.6494,0,0,3.0,3.0,65.0,completed
SW0363,U0272,U0154,CP0480,CP2393,508.87,0.7509,0,0,2.5,2.0,66.0,completed
SW0364,U0094,U0143,CP1710,CP1211,281.35,1.0608,0,0,3.0,3.0,9.0,completed
SW0365,U0445,U0271,CP2138,CP0017,2461.86,4.1078,0,0,4.0,3.0,52.0,completed
SW0366,U0232,U0024,CP0074,CP1733,1292.0,0.5902,0,0,3.0,3.0,,proposed
SW0367,U0309,U0110,CP2212,CP1087,3478.39,0.2761,0,0,3.0,4.0,,rejected
SW0368,U0038,U0016,CP1624,CP1005,2681.89,0.421,0,0,1.0,3.0,,rejected
SW0369,U0477,U0351,CP1800,CP0689,184.11,1.0739,0,0,3.0,3.0,,proposed
SW0370,U0019,U0289,CP0524,CP0562,2096.68,0.4618,0,0,5.0,3.0,,rejected
SW0371,U0128,U0159,CP0189,CP1409,18.84,0.9704,0,0,3.0,3.67,65.0,accepted
SW0372,U0499,U0168,CP0084,CP0460,89.96,1.082,0,0,3.0,3.0,,rejected
SW0373,U0421,U0159,CP0251,CP0033,1698.6,1.735,0,0,2.0,3.67,,proposed
SW0374,U0186,U0013,CP1200,CP2427,231.21,0.9226,1,1,3.0,1.67,58.0,completed
SW0375,U0281,U0059,CP1182,CP0384,1709.55,1.5998,0,0,1.0,2.0,63.0,accepted
SW0376,U0013,U0040,CP1478,CP0982,2435.7,0.4905,0,0,1.67,3.67,64.0,accepted
SW0377,U0306,U0476,CP0554,CP2209,4059.94,0.0722,0,0,5.0,4.0,16.0,accepted
SW0378,U0466,U0079,CP0987,CP2059,474.36,0.8382,0,0,3.25,4.0,71.0,completed
SW0379,U0491,U0252,CP1139,CP0186,369.38,1.6887,0,0,5.0,5.0,,proposed
SW0380,U0130,U0115,CP0588,CP1585,1322.35,0.735,0,0,3.0,2.0,28.0,accepted
SW0381,U0086,U0493,CP0917,CP1994,1169.71,0.5452,0,0,3.0,3.0,,rejected
SW0382,U0164,U0195,CP1942,CP0568,2393.81,2.3133,0,0,3.67,2.67,19.0,completed
SW0383,U0147,U0421,CP1972,CP0706,3374.69,4.6456,0,0,3.0,2.0,,cancelled
SW0384,U0463,U0217,CP1174,CP1963,124.44,1.0255,0,0,4.0,3.0,,proposed
SW0385,U0329,U0126,CP0899,CP1250,3372.13,0.2393,0,0,3.5,4.0,49.0,completed
SW0386,U0023,U0397,CP0889,CP0739,3594.6,0.0352,0,0,3.0,3.0,,proposed
SW0387,U0170,U0194,CP0411,CP2045,1039.02,3.5585,0,0,3.5,3.0,68.0,completed
SW0388,U0110,U0158,CP1115,CP0294,2699.06,3.5243,0,0,4.0,2.0,4.0,completed
SW0389,U0320,U0418,CP2078,CP0343,2528.21,0.4086,0,0,2.0,2.5,11.0,completed
SW0390,U0368,U0382,CP2353,CP0588,2543.84,0.3064,0,0,2.0,3.67,36.0,accepted
SW0391,U0057,U0417,CP0699,CP2457,2105.15,3.1292,0,0,4.0,3.0,,rejected
SW0392,U0183,U0417,CP2468,CP2017,157.11,1.0426,0,0,3.0,3.0,,rejected
SW0393,U0263,U0358,CP2082,CP0934,1757.37,2.0396,0,0,3.0,1.0,,proposed
SW0394,U0302,U0251,CP1073,CP2243,433.62,1.2787,0,0,3.0,4.0,,proposed
SW0395,U0421,U0404,CP2483,CP0722,74.74,1.0164,0,0,2.0,1.0,57.0,completed
SW0396,U0225,U0275,CP1507,CP0340,728.22,1.2909,1,0,3.0,1.0,44.0,accepted
SW0397,U0139,U0396,CP2434,CP1277,61.71,1.2965,0,0,3.5,3.0,19.0,accepted
SW0398,U0402,U0308,CP1898,CP0912,3447.92,21.5392,0,0,3.0,1.0,,rejected
SW0399,U0288,U0097,CP0671,CP0948,2274.51,0.5323,0,0,3.0,3.0,69.0,accepted
SW0400,U0110,U0104,CP1988,CP1446,3647.18,0.2185,0,0,4.0,4.0,,rejected
SW0401,U0327,U0324,CP0897,CP2019,205.93,1.0922,0,0,4.5,3.33,30.0,completed
SW0402,U0497,U0305,CP0803,CP0313,634.01,0.8663,0,0,3.0,3.0,,proposed
SW0403,U0169,U0111,CP0467,CP0596,85.4,1.0243,0,0,1.0,3.0,,cancelled
SW0404,U0130,U0179,CP1562,CP1550,1003.89,1.2861,0,0,3.0,3.0,,rejected
SW0405,U0430,U0227,CP0144,CP1453,72.3,1.034,0,0,3.0,3.0,,rejected
SW0406,U0048,U0187,CP0356,CP2213,3104.93,0.0571,0,0,3.5,3.25,29.0,accepted
SW0407,U0119,U0189,CP1620,CP0684,233.25,1.0626,0,0,3.5,2.67,44.0,completed
SW0408,U0009,U0064,CP0844,CP1375,438.01,0.7706,0,0,2.0,3.0,15.0,completed
SW0409,U0390,U0398,CP0226,CP0996,4054.84,11.7564,1,0,3.0,1.5,10.0,completed
SW0410,U0459,U0120,CP1807,CP0789,654.29,0.8004,1,0,4.0,2.0,4.0,completed
SW0411,U0479,U0339,CP0525,CP0543,1901.43,2.5895,0,0,3.0,2.0,,proposed
SW0412,U0117,U0495,CP2213,CP0717,479.63,0.8729,0,0,1.0,3.0,,cancelled
SW0413,U0397,U0498,CP0162,CP1627,1676.64,0.5857,0,0,3.0,5.0,54.0,completed
SW0414,U0118,U0001,CP1969,CP0068,1156.09,0.6275,0,0,3.33,3.0,37.0,completed
SW0415,U0279,U0494,CP2212,CP1670,1430.63,0.4812,0,0,1.0,1.5,58.0,completed
SW0416,U0161,U0490,CP1759,CP2298,144.93,0.8822,0,0,3.5,3.0,,cancelled
SW0417,U0320,U0292,CP1360,CP2353,784.64,0.3019,0,0,2.0,2.0,12.0,completed
SW0418,U0497,U0010,CP0528,CP2154,4481.96,15.0947,1,1,3.0,3.0,,rejected
SW0419,U0270,U0442,CP0779,CP1312,522.03,0.8472,0,0,5.0,1.0,,proposed
SW0420,U0075,U0480,CP1816,CP1512,20.29,0.991,0,0,1.0,1.0,38.0,accepted
SW0421,U0435,U0257,CP1624,CP0783,2392.88,0.449,0,0,3.0,3.0,,cancelled
SW0422,U0029,U0358,CP0335,CP0995,1625.63,1.6679,0,0,2.0,1.0,51.0,completed
SW0423,U0429,U0166,CP0808,CP0827,2925.04,0.4043,0,0,3.0,2.5,10.0,accepted
SW0424,U0423,U0051,CP2286,CP1546,2927.34,2.4508,0,0,4.5,3.0,,rejected
SW0425,U0038,U0175,CP0382,CP1580,246.06,1.0692,0,0,1.0,3.0,53.0,accepted
SW0426,U0409,U0171,CP2479,CP0604,2938.81,2.8587,0,0,2.0,5.0,48.0,accepted
SW0427,U0475,U0480,CP2437,CP1935,84.52,0.978,0,0,4.0,1.0,3.0,completed
SW0428,U0027,U0271,CP0061,CP0015,3479.7,0.2237,0,0,2.0,3.0,26.0,accepted
SW0429,U0096,U0083,CP1705,CP0165,1362.83,0.6892,0,0,4.0,3.67,69.0,completed
SW0430,U0157,U0441,CP0778,CP2308,3926.23,53.8074,0,0,3.0,3.67,,proposed
SW0431,U0318,U0236,CP1005,CP0483,3356.75,3.6325,0,0,3.0,3.0,,cancelled
SW0432,U0496,U0187,CP0872,CP2304,4259.58,0.1442,0,0,3.5,3.25,13.0,completed
SW0433,U0391,U0083,CP0034,CP1275,505.22,0.5525,0,0,3.0,3.67,,cancelled
SW0434,U0083,U0259,CP0594,CP0977,1594.28,1.9567,1,1,3.67,4.5,56.0,completed
SW0435,U0018,U0393,CP0350,CP0086,206.89,1.7807,0,0,3.0,1.0,19.0,completed
SW0436,U0383,U0432,CP2289,CP0848,842.18,1.2033,0,0,3.0,4.0,9.0,completed
SW0437,U0065,U0435,CP0388,CP0161,1732.27,1.6064,0,0,3.0,3.0,,proposed
SW0438,U0388,U0051,CP0024,CP1701,676.52,0.8248,0,0,2.0,3.0,,cancelled
SW0439,U0414,U0264,CP1239,CP2309,1921.42,1.8824,0,0,3.0,3.0,,rejected
SW0440,U0145,U0482,CP0633,CP0138,2361.42,0.1482,0,0,3.0,2.0,52.0,completed
SW0441,U0433,U0467,CP1748,CP0988,2000.15,2.1982,0,0,3.0,3.0,,proposed
SW0442,U0026,U0310,CP1270,CP1370,1054.25,1.2898,0,0,4.0,2.67,18.0,accepted
SW0443,U0069,U0470,CP0880,CP1573,2770.03,2.3924,0,0,4.5,3.0,,rejected
SW0444,U0085,U0244,CP0326,CP1060,3433.29,3.5527,0,0,1.0,3.0,,cancelled
SW0445,U0398,U0356,CP0732,CP1419,1188.45,1.7872,0,0,1.5,3.0,,proposed
SW0446,U0416,U0079,CP0804,CP0936,878.49,0.7635,0,0,2.5,4.0,48.0,completed
SW0447,U0021,U0299,CP1120,CP1266,2856.11,0.2503,0,0,3.0,5.0,66.0,completed
SW0448,U0114,U0043,CP2030,CP1174,4742.6,0.0513,0,0,2.0,4.0,54.0,completed
SW0449,U0005,U0410,CP0302,CP1633,3870.88,9.2076,0,0,3.0,5.0,,proposed
SW0450,U0243,U0486,CP1571,CP0916,1905.67,0.4897,0,0,3.0,3.0,26.0,completed
SW0451,U0239,U0084,CP0623,CP1296,652.0,1.3262,1,0,5.0,3.0,,rejected
SW0452,U0272,U0124,CP1651,CP0855,833.08,0.2014,0,0,2.5,1.5,5.0,completed
SW0453,U0053,U0423,CP0868,CP2104,2054.25,0.4336,0,0,1.0,4.5,1.0,completed
SW0454,U0074,U0293,CP1317,CP1811,2246.01,2.8114,0,0,5.0,1.0,23.0,completed
SW0455,U0345,U0107,CP0951,CP1381,3037.57,0.3642,0,0,3.5,2.0,28.0,completed
SW0456,U0141,U0444,CP0581,CP0538,1224.56,0.3517,0,0,3.0,3.0,17.0,accepted
SW0457,U0074,U0215,CP1238,CP0312,819.63,2.153,0,0,5.0,3.0,,proposed
SW0458,U0326,U0141,CP0579,CP0789,1635.68,0.5009,0,0,3.0,3.0,,cancelled
SW0459,U0196,U0423,CP1600,CP1383,4043.03,22.9742,0,0,5.0,4.5,54.0,completed
SW0460,U0007,U0374,CP1655,CP0443,510.73,0.8886,0,0,5.0,3.0,46.0,completed
SW0461,U0064,U0250,CP1058,CP0976,2371.43,4.0702,0,0,3.0,4.0,,rejected
SW0462,U0015,U0279,CP1275,CP0961,359.93,0.7583,0,0,5.0,1.0,,cancelled
SW0463,U0478,U0289,CP0819,CP2324,3373.28,0.2862,0,0,2.5,3.0,,proposed
SW0464,U0223,U0311,CP1688,CP1071,111.31,0.3868,0,0,3.0,3.0,,rejected
SW0465,U0006,U0394,CP0615,CP1609,1156.09,1.305,0,0,3.0,2.5,38.0,completed
SW0466,U0381,U0287,CP1416,CP0455,373.33,0.8059,0,0,2.0,3.0,58.0,completed
SW0467,U0424,U0454,CP1738,CP1751,3594.36,8.5738,1,0,3.0,4.0,,proposed
SW0468,U0252,U0491,CP1539,CP2261,256.51,1.0922,0,0,5.0,5.0,,rejected
SW0469,U0194,U0219,CP1238,CP1754,593.43,1.6333,0,0,3.0,3.0,48.0,completed
SW0470,U0307,U0348,CP0165,CP0751,797.05,1.2221,0,0,3.0,3.0,61.0,completed
SW0471,U0431,U0483,CP1864,CP1219,97.7,1.0207,0,0,1.0,1.0,,rejected
SW0472,U0367,U0279,CP0751,CP1362,2471.23,3.2127,0,0,3.5,1.0,60.0,completed
SW0473,U0195,U0125,CP1207,CP1209,1141.64,1.2964,0,0,2.67,1.0,6.0,completed
SW0474,U0025,U0057,CP0785,CP2010,983.23,0.1584,1,1,4.0,4.0,32.0,completed
SW0475,U0186,U0476,CP0653,CP2141,541.5,1.1588,0,0,3.0,4.0,,proposed
SW0476,U0067,U0347,CP1082,CP0709,48.69,1.0152,0,0,3.0,4.0,,cancelled
SW0477,U0486,U0148,CP1719,CP1502,1211.15,0.7146,0,0,3.0,1.0,21.0,accepted
SW0478,U0035,U0337,CP2018,CP0254,2061.16,0.384,0,0,3.0,3.0,,cancelled
SW0479,U0069,U0195,CP2028,CP1862,3046.48,0.3591,0,0,4.5,2.67,6.0,completed
SW0480,U0414,U0437,CP0195,CP0596,247.81,0.9295,0,0,3.0,2.5,25.0,completed
SW0481,U0020,U0139,CP0782,CP0824,2690.8,0.4458,0,0,3.0,3.5,,proposed
SW0482,U0238,U0291,CP0073,CP0116,1918.87,0.6043,0,0,2.0,3.0,12.0,completed
SW0483,U0431,U0185,CP0800,CP0740,2833.22,7.1417,0,0,1.0,4.5,8.0,accepted
SW0484,U0439,U0292,CP1388,CP1519,939.11,1.3405,1,0,3.0,2.0,,rejected
SW0485,U0427,U0083,CP1989,CP0503,865.16,1.4005,0,0,5.0,3.67,50.0,completed
SW0486,U0103,U0037,CP2441,CP2190,3787.49,0.0639,0,0,3.0,5.0,,rejected
SW0487,U0382,U0279,CP0221,CP1771,1253.07,0.4744,0,0,3.67,1.0,,rejected
SW0488,U0139,U0363,CP1774,CP0575,1649.06,0.5853,0,0,3.5,1.0,54.0,completed
SW0489,U0166,U0033,CP1635,CP1426,3516.86,0.1962,0,0,2.5,3.0,,proposed
SW0490,U0164,U0447,CP1025,CP1953,133.53,1.1163,0,0,3.67,4.0,5.0,completed
SW0491,U0140,U0085,CP0265,CP1244,2766.93,0.4121,1,1,3.0,1.0,,proposed
SW0492,U0121,U0286,CP1843,CP1797,2386.18,4.0474,0,0,1.0,3.0,,cancelled
SW0493,U0409,U0031,CP0111,CP0026,2804.63,11.1503,0,0,2.0,4.0,35.0,completed
SW0494,U0468,U0178,CP0230,CP1668,2554.37,2.5665,0,0,4.0,3.33,44.0,completed
SW0495,U0321,U0244,CP1633,CP0984,4485.38,0.0951,0,0,3.0,3.0,15.0,completed
SW0496,U0096,U0101,CP1327,CP1217,1536.33,1.8723,0,0,4.0,4.0,,cancelled
SW0497,U0497,U0482,CP0878,CP1763,2956.59,0.2386,0,0,3.0,2.0,,proposed
SW0498,U0080,U0003,CP0847,CP2023,215.68,1.2561,0,0,5.0,3.0,,cancelled
SW0499,U0067,U0328,CP0160,CP2042,116.66,1.0249,0,0,3.0,3.0,,proposed
SW0500,U0241,U0122,CP1621,CP1719,1239.22,0.5914,0,0,1.0,5.0,31.0,completed
